"ctry_code";"techn_field_nr";"RCA";"permutation_number"
"DE";"30";1,16666666666667;258
"DE";"32";0;258
"JP";"12";0;258
"JP";"30";0;258
"JP";"32";3,5;258
"US";"12";0;258
"US";"30";1,16666666666667;258
"US";"32";1,75;258
"DE";"1";0;259
"DE";"12";1,25;259
"DE";"19";0;259
"DE";"20";0;259
"DE";"28";0;259
"DE";"30";1,25;259
"DE";"33";0;259
"JP";"1";0;259
"JP";"12";0;259
"JP";"19";0;259
"JP";"20";0;259
"JP";"28";0;259
"JP";"30";0;259
"JP";"33";0;259
"US";"1";0;259
"US";"12";0;259
"US";"19";0;259
"US";"20";0;259
"US";"28";0;259
"US";"30";0;259
"US";"33";5;259
"DE";"12";1,5;260
"DE";"17";0;260
"DE";"24";0;260
"DE";"29";0;260
"DE";"30";1,5;260
"DE";"9";0;260
"JP";"12";0;260
"JP";"17";0;260
"JP";"24";6;260
"JP";"29";0;260
"JP";"30";0;260
"JP";"9";0;260
"US";"12";0;260
"US";"17";0;260
"US";"24";0;260
"US";"29";0;260
"US";"30";0;260
"US";"9";6;260
"DE";"12";0,875;261
"DE";"27";0;261
"DE";"30";1,75;261
"JP";"12";1,75;261
"JP";"27";0;261
"JP";"30";0;261
"US";"12";0,875;261
"US";"27";3,5;261
"US";"30";0;261
"DE";"12";1,75;262
"DE";"25";0;262
"DE";"30";1,75;262
"DE";"32";0;262
"DE";"34";0;262
"JP";"12";0;262
"JP";"25";0;262
"JP";"30";0;262
"JP";"32";7;262
"JP";"34";0;262
"US";"12";0;262
"US";"25";3,5;262
"US";"30";0;262
"US";"32";0;262
"US";"34";3,5;262
"DE";"12";1,25;263
"DE";"14";0;263
"DE";"17";0;263
"DE";"28";0;263
"DE";"30";1,25;263
"DE";"9";0;263
"JP";"12";0;263
"JP";"14";0;263
"JP";"17";0;263
"JP";"28";0;263
"JP";"30";0;263
"JP";"9";0;263
"US";"12";0;263
"US";"14";0;263
"US";"17";0;263
"US";"28";0;263
"US";"30";0;263
"US";"9";5;263
"DE";"12";1,25;264
"DE";"14";0;264
"DE";"19";0;264
"DE";"2";0;264
"DE";"30";1,25;264
"DE";"32";0;264
"DE";"34";0;264
"JP";"12";0;264
"JP";"14";0;264
"JP";"19";0;264
"JP";"2";0;264
"JP";"30";0;264
"JP";"32";0;264
"JP";"34";0;264
"US";"12";0;264
"US";"14";0;264
"US";"19";0;264
"US";"2";0;264
"US";"30";0;264
"US";"32";0;264
"US";"34";5;264
"DE";"12";1,75;265
"DE";"19";0;265
"DE";"25";0;265
"DE";"29";0;265
"DE";"30";1,75;265
"JP";"12";0;265
"JP";"19";7;265
"JP";"25";0;265
"JP";"29";0;265
"JP";"30";0;265
"US";"12";0;265
"US";"19";0;265
"US";"25";3,5;265
"US";"29";3,5;265
"US";"30";0;265
"DE";"12";1,5;266
"DE";"25";0;266
"DE";"30";1,5;266
"DE";"32";0;266
"DE";"33";0;266
"DE";"34";0;266
"JP";"12";0;266
"JP";"25";0;266
"JP";"30";0;266
"JP";"32";0;266
"JP";"33";6;266
"JP";"34";0;266
"US";"12";0;266
"US";"25";0;266
"US";"30";0;266
"US";"32";0;266
"US";"33";0;266
"US";"34";6;266
"DE";"1";0;267
"DE";"12";1,75;267
"DE";"26";0;267
"DE";"27";0;267
"DE";"30";1,75;267
"JP";"1";0;267
"JP";"12";0;267
"JP";"26";0;267
"JP";"27";7;267
"JP";"30";0;267
"US";"1";3,5;267
"US";"12";0;267
"US";"26";3,5;267
"US";"27";0;267
"US";"30";0;267
"DE";"12";1,75;268
"DE";"28";0;268
"DE";"29";0;268
"DE";"3";0;268
"DE";"30";1,75;268
"JP";"12";0;268
"JP";"28";7;268
"JP";"29";0;268
"JP";"3";0;268
"JP";"30";0;268
"US";"12";0;268
"US";"28";0;268
"US";"29";3,5;268
"US";"3";3,5;268
"US";"30";0;268
"DE";"1";0;269
"DE";"12";1,25;269
"DE";"18";0;269
"DE";"20";0;269
"DE";"29";0;269
"DE";"30";1,25;269
"DE";"32";0;269
"JP";"1";0;269
"JP";"12";0;269
"JP";"18";0;269
"JP";"20";0;269
"JP";"29";0;269
"JP";"30";0;269
"JP";"32";0;269
"US";"1";0;269
"US";"12";0;269
"US";"18";0;269
"US";"20";0;269
"US";"29";0;269
"US";"30";0;269
"US";"32";5;269
"DE";"10";0;270
"DE";"12";1,75;270
"DE";"26";0;270
"DE";"30";1,75;270
"DE";"34";0;270
"JP";"10";7;270
"JP";"12";0;270
"JP";"26";0;270
"JP";"30";0;270
"JP";"34";0;270
"US";"10";0;270
"US";"12";0;270
"US";"26";3,5;270
"US";"30";0;270
"US";"34";3,5;270
"DE";"12";1,5;271
"DE";"19";0;271
"DE";"20";0;271
"DE";"24";0;271
"DE";"30";1,5;271
"DE";"31";0;271
"DE";"9";0;271
"JP";"12";0;271
"JP";"19";0;271
"JP";"20";0;271
"JP";"24";0;271
"JP";"30";0;271
"JP";"31";0;271
"JP";"9";6;271
"US";"12";0;271
"US";"19";0;271
"US";"20";0;271
"US";"24";0;271
"US";"30";0;271
"US";"31";6;271
"US";"9";0;271
"DE";"1";0;272
"DE";"12";1,75;272
"DE";"2";0;272
"DE";"3";0;272
"DE";"30";1,75;272
"JP";"1";0;272
"JP";"12";0;272
"JP";"2";7;272
"JP";"3";0;272
"JP";"30";0;272
"US";"1";3,5;272
"US";"12";0;272
"US";"2";0;272
"US";"3";3,5;272
"US";"30";0;272
"DE";"12";1,5;273
"DE";"13";0;273
"DE";"21";0;273
"DE";"25";0;273
"DE";"30";1,5;273
"DE";"34";0;273
"JP";"12";0;273
"JP";"13";0;273
"JP";"21";0;273
"JP";"25";6;273
"JP";"30";0;273
"JP";"34";0;273
"US";"12";0;273
"US";"13";0;273
"US";"21";6;273
"US";"25";0;273
"US";"30";0;273
"US";"34";0;273
"DE";"12";1,25;274
"DE";"13";0;274
"DE";"17";0;274
"DE";"25";0;274
"DE";"26";0;274
"DE";"30";1,25;274
"DE";"6";0;274
"JP";"12";0;274
"JP";"13";0;274
"JP";"17";0;274
"JP";"25";0;274
"JP";"26";0;274
"JP";"30";0;274
"JP";"6";0;274
"US";"12";0;274
"US";"13";0;274
"US";"17";5;274
"US";"25";0;274
"US";"26";0;274
"US";"30";0;274
"US";"6";0;274
"DE";"10";0;275
"DE";"12";1,5;275
"DE";"23";0;275
"DE";"26";0;275
"DE";"30";1,5;275
"DE";"6";0;275
"JP";"10";0;275
"JP";"12";0;275
"JP";"23";6;275
"JP";"26";0;275
"JP";"30";0;275
"JP";"6";0;275
"US";"10";0;275
"US";"12";0;275
"US";"23";0;275
"US";"26";6;275
"US";"30";0;275
"US";"6";0;275
"DE";"10";0;276
"DE";"12";1,5;276
"DE";"27";0;276
"DE";"28";0;276
"DE";"3";0;276
"DE";"30";1,5;276
"JP";"10";0;276
"JP";"12";0;276
"JP";"27";6;276
"JP";"28";0;276
"JP";"3";0;276
"JP";"30";0;276
"US";"10";0;276
"US";"12";0;276
"US";"27";0;276
"US";"28";0;276
"US";"3";6;276
"US";"30";0;276
"DE";"10";0;277
"DE";"12";1,25;277
"DE";"13";0;277
"DE";"19";0;277
"DE";"30";1,25;277
"DE";"32";0;277
"DE";"35";0;277
"JP";"10";0;277
"JP";"12";0;277
"JP";"13";0;277
"JP";"19";0;277
"JP";"30";0;277
"JP";"32";0;277
"JP";"35";0;277
"US";"10";0;277
"US";"12";0;277
"US";"13";0;277
"US";"19";5;277
"US";"30";0;277
"US";"32";0;277
"US";"35";0;277
"DE";"12";1;278
"DE";"14";0;278
"DE";"17";0;278
"DE";"19";0;278
"DE";"20";0;278
"DE";"21";0;278
"DE";"23";0;278
"DE";"29";0;278
"DE";"30";1;278
"JP";"12";0;278
"JP";"14";0;278
"JP";"17";0;278
"JP";"19";0;278
"JP";"20";0;278
"JP";"21";0;278
"JP";"23";0;278
"JP";"29";0;278
"JP";"30";0;278
"US";"12";0;278
"US";"14";0;278
"US";"17";0;278
"US";"19";0;278
"US";"20";0;278
"US";"21";0;278
"US";"23";0;278
"US";"29";0;278
"US";"30";0;278
"DE";"12";1,5;279
"DE";"30";1,5;279
"DE";"31";0;279
"DE";"32";0;279
"DE";"34";0;279
"DE";"35";0;279
"JP";"12";0;279
"JP";"30";0;279
"JP";"31";0;279
"JP";"32";0;279
"JP";"34";6;279
"JP";"35";0;279
"US";"12";0;279
"US";"30";0;279
"US";"31";0;279
"US";"32";0;279
"US";"34";0;279
"US";"35";6;279
"DE";"1";0;280
"DE";"12";1,75;280
"DE";"30";1,16666666666667;280
"DE";"35";0;280
"JP";"1";0;280
"JP";"12";0;280
"JP";"30";2,33333333333333;280
"JP";"35";0;280
"US";"1";3,5;280
"US";"12";0;280
"US";"30";0;280
"US";"35";3,5;280
"DE";"12";1,75;281
"DE";"3";0;281
"DE";"30";1,75;281
"DE";"31";0;281
"DE";"32";0;281
"JP";"12";0;281
"JP";"3";7;281
"JP";"30";0;281
"JP";"31";0;281
"JP";"32";0;281
"US";"12";0;281
"US";"3";0;281
"US";"30";0;281
"US";"31";3,5;281
"US";"32";3,5;281
"DE";"12";1,25;282
"DE";"27";0;282
"DE";"30";1,25;282
"DE";"31";0;282
"DE";"32";0;282
"DE";"35";0;282
"JP";"12";0;282
"JP";"27";0;282
"JP";"30";0;282
"JP";"31";0;282
"JP";"32";0;282
"JP";"35";0;282
"US";"12";0;282
"US";"27";5;282
"US";"30";0;282
"US";"31";0;282
"US";"32";0;282
"US";"35";0;282
"DE";"12";1,5;283
"DE";"17";0;283
"DE";"27";0;283
"DE";"29";0;283
"DE";"30";1,5;283
"DE";"35";0;283
"JP";"12";0;283
"JP";"17";6;283
"JP";"27";0;283
"JP";"29";0;283
"JP";"30";0;283
"JP";"35";0;283
"US";"12";0;283
"US";"17";0;283
"US";"27";0;283
"US";"29";6;283
"US";"30";0;283
"US";"35";0;283
"DE";"12";1,75;284
"DE";"3";0;284
"DE";"30";1,75;284
"DE";"32";0;284
"DE";"6";0;284
"JP";"12";0;284
"JP";"3";7;284
"JP";"30";0;284
"JP";"32";0;284
"JP";"6";0;284
"US";"12";0;284
"US";"3";0;284
"US";"30";0;284
"US";"32";3,5;284
"US";"6";3,5;284
"DE";"1";0;285
"DE";"12";1,75;285
"DE";"24";0;285
"DE";"30";1,75;285
"DE";"32";0;285
"JP";"1";0;285
"JP";"12";0;285
"JP";"24";0;285
"JP";"30";0;285
"JP";"32";7;285
"US";"1";3,5;285
"US";"12";0;285
"US";"24";3,5;285
"US";"30";0;285
"US";"32";0;285
"DE";"1";0;286
"DE";"10";0;286
"DE";"12";1,5;286
"DE";"14";0;286
"DE";"29";0;286
"DE";"30";1,5;286
"DE";"9";0;286
"JP";"1";0;286
"JP";"10";0;286
"JP";"12";0;286
"JP";"14";6;286
"JP";"29";0;286
"JP";"30";0;286
"JP";"9";0;286
"US";"1";6;286
"US";"10";0;286
"US";"12";0;286
"US";"14";0;286
"US";"29";0;286
"US";"30";0;286
"US";"9";0;286
"DE";"1";0;287
"DE";"10";0;287
"DE";"12";1,25;287
"DE";"17";0;287
"DE";"19";0;287
"DE";"21";0;287
"DE";"30";1,25;287
"DE";"34";0;287
"JP";"1";0;287
"JP";"10";0;287
"JP";"12";0;287
"JP";"17";0;287
"JP";"19";0;287
"JP";"21";0;287
"JP";"30";0;287
"JP";"34";0;287
"US";"1";0;287
"US";"10";0;287
"US";"12";0;287
"US";"17";0;287
"US";"19";0;287
"US";"21";0;287
"US";"30";0;287
"US";"34";5;287
"DE";"1";0;288
"DE";"12";1,25;288
"DE";"19";0;288
"DE";"27";0;288
"DE";"30";1,25;288
"DE";"32";0;288
"DE";"35";0;288
"JP";"1";0;288
"JP";"12";0;288
"JP";"19";0;288
"JP";"27";0;288
"JP";"30";0;288
"JP";"32";0;288
"JP";"35";0;288
"US";"1";0;288
"US";"12";0;288
"US";"19";5;288
"US";"27";0;288
"US";"30";0;288
"US";"32";0;288
"US";"35";0;288
"DE";"12";1,75;289
"DE";"26";0;289
"DE";"28";0;289
"DE";"3";0;289
"DE";"30";1,75;289
"JP";"12";0;289
"JP";"26";7;289
"JP";"28";0;289
"JP";"3";0;289
"JP";"30";0;289
"US";"12";0;289
"US";"26";0;289
"US";"28";3,5;289
"US";"3";3,5;289
"US";"30";0;289
"DE";"12";1,5;290
"DE";"14";0;290
"DE";"15";0;290
"DE";"16";0;290
"DE";"17";0;290
"DE";"26";0;290
"DE";"30";1,5;290
"JP";"12";0;290
"JP";"14";0;290
"JP";"15";0;290
"JP";"16";0;290
"JP";"17";0;290
"JP";"26";6;290
"JP";"30";0;290
"US";"12";0;290
"US";"14";0;290
"US";"15";0;290
"US";"16";0;290
"US";"17";6;290
"US";"26";0;290
"US";"30";0;290
"DE";"12";1,75;291
"DE";"24";0;291
"DE";"26";0;291
"DE";"30";1,16666666666667;291
"JP";"12";0;291
"JP";"24";0;291
"JP";"26";0;291
"JP";"30";2,33333333333333;291
"US";"12";0;291
"US";"24";3,5;291
"US";"26";0;291
"US";"30";0;291
"DE";"10";0;292
"DE";"12";1,75;292
"DE";"14";0;292
"DE";"18";0;292
"DE";"30";1,75;292
"JP";"10";0;292
"JP";"12";0;292
"JP";"14";0;292
"JP";"18";7;292
"JP";"30";0;292
"US";"10";3,5;292
"US";"12";0;292
"US";"14";3,5;292
"US";"18";0;292
"US";"30";0;292
"DE";"1";0;293
"DE";"12";1,75;293
"DE";"30";1,75;293
"DE";"34";0;293
"DE";"8";0;293
"JP";"1";7;293
"JP";"12";0;293
"JP";"30";0;293
"JP";"34";0;293
"JP";"8";0;293
"US";"1";0;293
"US";"12";0;293
"US";"30";0;293
"US";"34";3,5;293
"US";"8";3,5;293
"DE";"12";1,5;294
"DE";"2";0;294
"DE";"21";0;294
"DE";"30";1,5;294
"DE";"33";0;294
"JP";"12";0;294
"JP";"2";0;294
"JP";"21";6;294
"JP";"30";0;294
"JP";"33";0;294
"US";"12";0;294
"US";"2";0;294
"US";"21";0;294
"US";"30";0;294
"US";"33";6;294
"DE";"12";1,75;295
"DE";"28";0;295
"DE";"30";1,75;295
"DE";"8";0;295
"DE";"9";0;295
"JP";"12";0;295
"JP";"28";0;295
"JP";"30";0;295
"JP";"8";7;295
"JP";"9";0;295
"US";"12";0;295
"US";"28";3,5;295
"US";"30";0;295
"US";"8";0;295
"US";"9";3,5;295
"DE";"12";1,25;296
"DE";"2";0;296
"DE";"3";0;296
"DE";"30";1,25;296
"DE";"33";0;296
"DE";"35";0;296
"DE";"5";0;296
"JP";"12";0;296
"JP";"2";0;296
"JP";"3";0;296
"JP";"30";0;296
"JP";"33";0;296
"JP";"35";0;296
"JP";"5";0;296
"US";"12";0;296
"US";"2";0;296
"US";"3";0;296
"US";"30";0;296
"US";"33";0;296
"US";"35";5;296
"US";"5";0;296
"DE";"12";1,75;297
"DE";"27";0;297
"DE";"28";0;297
"DE";"29";0;297
"DE";"30";1,75;297
"JP";"12";0;297
"JP";"27";0;297
"JP";"28";7;297
"JP";"29";0;297
"JP";"30";0;297
"US";"12";0;297
"US";"27";0;297
"US";"28";0;297
"US";"29";3,5;297
"US";"30";0;297
"DE";"12";1,5;298
"DE";"24";0;298
"DE";"29";0;298
"DE";"30";1,5;298
"DE";"32";0;298
"DE";"34";0;298
"JP";"12";0;298
"JP";"24";6;298
"JP";"29";0;298
"JP";"30";0;298
"JP";"32";0;298
"JP";"34";0;298
"US";"12";0;298
"US";"24";0;298
"US";"29";0;298
"US";"30";0;298
"US";"32";6;298
"US";"34";0;298
"DE";"12";1,75;299
"DE";"20";0;299
"DE";"27";0;299
"DE";"29";0;299
"DE";"30";1,75;299
"JP";"12";0;299
"JP";"20";7;299
"JP";"27";0;299
"JP";"29";0;299
"JP";"30";0;299
"US";"12";0;299
"US";"20";0;299
"US";"27";3,5;299
"US";"29";3,5;299
"US";"30";0;299
"DE";"12";1,5;300
"DE";"14";0;300
"DE";"2";0;300
"DE";"26";0;300
"DE";"30";1,5;300
"DE";"32";0;300
"JP";"12";0;300
"JP";"14";0;300
"JP";"2";0;300
"JP";"26";0;300
"JP";"30";0;300
"JP";"32";0;300
"US";"12";0;300
"US";"14";3;300
"US";"2";0;300
"US";"26";0;300
"US";"30";0;300
"US";"32";3;300
"DE";"12";1,5;301
"DE";"13";0;301
"DE";"19";0;301
"DE";"26";0;301
"DE";"30";1,5;301
"DE";"31";0;301
"JP";"12";0;301
"JP";"13";6;301
"JP";"19";0;301
"JP";"26";0;301
"JP";"30";0;301
"JP";"31";0;301
"US";"12";0;301
"US";"13";0;301
"US";"19";6;301
"US";"26";0;301
"US";"30";0;301
"US";"31";0;301
"DE";"12";1,25;302
"DE";"18";0;302
"DE";"25";0;302
"DE";"30";1,25;302
"DE";"31";0;302
"DE";"34";0;302
"DE";"35";0;302
"JP";"12";0;302
"JP";"18";0;302
"JP";"25";5;302
"JP";"30";0;302
"JP";"31";0;302
"JP";"34";0;302
"JP";"35";0;302
"US";"12";0;302
"US";"18";0;302
"US";"25";0;302
"US";"30";0;302
"US";"31";0;302
"US";"34";0;302
"US";"35";0;302
"DE";"12";1,75;303
"DE";"14";0;303
"DE";"27";0;303
"DE";"28";0;303
"DE";"30";1,75;303
"JP";"12";0;303
"JP";"14";0;303
"JP";"27";0;303
"JP";"28";7;303
"JP";"30";0;303
"US";"12";0;303
"US";"14";3,5;303
"US";"27";3,5;303
"US";"28";0;303
"US";"30";0;303
"DE";"1";0;304
"DE";"12";1,5;304
"DE";"26";0;304
"DE";"30";1,5;304
"DE";"34";0;304
"DE";"9";0;304
"JP";"1";0;304
"JP";"12";0;304
"JP";"26";0;304
"JP";"30";0;304
"JP";"34";0;304
"JP";"9";0;304
"US";"1";0;304
"US";"12";0;304
"US";"26";3;304
"US";"30";0;304
"US";"34";0;304
"US";"9";3;304
"DE";"10";0;305
"DE";"11";0;305
"DE";"12";1,25;305
"DE";"13";0;305
"DE";"30";1,25;305
"DE";"34";0;305
"DE";"9";0;305
"JP";"10";0;305
"JP";"11";0;305
"JP";"12";0;305
"JP";"13";0;305
"JP";"30";0;305
"JP";"34";0;305
"JP";"9";0;305
"US";"10";0;305
"US";"11";0;305
"US";"12";0;305
"US";"13";0;305
"US";"30";0;305
"US";"34";5;305
"US";"9";0;305
"DE";"1";0;306
"DE";"12";1,5;306
"DE";"21";0;306
"DE";"28";0;306
"DE";"29";0;306
"DE";"30";1,5;306
"JP";"1";0;306
"JP";"12";0;306
"JP";"21";0;306
"JP";"28";0;306
"JP";"29";6;306
"JP";"30";0;306
"US";"1";0;306
"US";"12";0;306
"US";"21";0;306
"US";"28";6;306
"US";"29";0;306
"US";"30";0;306
"DE";"12";1,75;307
"DE";"2";0;307
"DE";"30";1,75;307
"DE";"35";0;307
"DE";"5";0;307
"JP";"12";0;307
"JP";"2";7;307
"JP";"30";0;307
"JP";"35";0;307
"JP";"5";0;307
"US";"12";0;307
"US";"2";0;307
"US";"30";0;307
"US";"35";3,5;307
"US";"5";3,5;307
"DE";"10";0;308
"DE";"12";1,5;308
"DE";"3";0;308
"DE";"30";1;308
"DE";"33";0;308
"JP";"10";0;308
"JP";"12";0;308
"JP";"3";0;308
"JP";"30";2;308
"JP";"33";0;308
"US";"10";0;308
"US";"12";0;308
"US";"3";0;308
"US";"30";0;308
"US";"33";6;308
"DE";"12";1,5;309
"DE";"13";0;309
"DE";"17";0;309
"DE";"29";0;309
"DE";"30";1,5;309
"DE";"32";0;309
"JP";"12";0;309
"JP";"13";0;309
"JP";"17";6;309
"JP";"29";0;309
"JP";"30";0;309
"JP";"32";0;309
"US";"12";0;309
"US";"13";0;309
"US";"17";0;309
"US";"29";0;309
"US";"30";0;309
"US";"32";6;309
"DE";"12";1,5;310
"DE";"23";0;310
"DE";"3";0;310
"DE";"30";1,5;310
"DE";"5";0;310
"DE";"6";0;310
"DE";"8";0;310
"JP";"12";0;310
"JP";"23";0;310
"JP";"3";0;310
"JP";"30";0;310
"JP";"5";0;310
"JP";"6";0;310
"JP";"8";0;310
"US";"12";0;310
"US";"23";3;310
"US";"3";3;310
"US";"30";0;310
"US";"5";0;310
"US";"6";0;310
"US";"8";0;310
"DE";"12";1;311
"DE";"16";0;311
"DE";"23";0;311
"DE";"29";0;311
"DE";"30";1;311
"DE";"31";0;311
"DE";"34";0;311
"GB";"12";0;311
"GB";"16";0;311
"GB";"23";0;311
"GB";"29";0;311
"GB";"30";0;311
"GB";"31";0;311
"GB";"34";0;311
"JP";"12";0;311
"JP";"16";0;311
"JP";"23";0;311
"JP";"29";0;311
"JP";"30";0;311
"JP";"31";0;311
"JP";"34";0;311
"US";"12";0;311
"US";"16";0;311
"US";"23";0;311
"US";"29";0;311
"US";"30";0;311
"US";"31";0;311
"US";"34";0;311
"DE";"12";1,75;312
"DE";"2";0;312
"DE";"27";0;312
"DE";"30";1,75;312
"DE";"31";0;312
"JP";"12";0;312
"JP";"2";7;312
"JP";"27";0;312
"JP";"30";0;312
"JP";"31";0;312
"US";"12";0;312
"US";"2";0;312
"US";"27";3,5;312
"US";"30";0;312
"US";"31";3,5;312
"DE";"12";1,5;313
"DE";"13";0;313
"DE";"21";0;313
"DE";"30";1,5;313
"DE";"31";0;313
"DE";"35";0;313
"JP";"12";0;313
"JP";"13";0;313
"JP";"21";0;313
"JP";"30";0;313
"JP";"31";0;313
"JP";"35";0;313
"US";"12";0;313
"US";"13";3;313
"US";"21";0;313
"US";"30";0;313
"US";"31";0;313
"US";"35";3;313
"DE";"12";1;314
"DE";"21";0;314
"DE";"30";1,5;314
"DE";"32";0;314
"DE";"35";0;314
"JP";"12";2;314
"JP";"21";0;314
"JP";"30";0;314
"JP";"32";0;314
"JP";"35";0;314
"US";"12";0;314
"US";"21";0;314
"US";"30";0;314
"US";"32";6;314
"US";"35";0;314
"DE";"12";1,5;315
"DE";"28";0;315
"DE";"30";1,5;315
"DE";"31";0;315
"DE";"32";0;315
"DE";"34";0;315
"JP";"12";0;315
"JP";"28";0;315
"JP";"30";0;315
"JP";"31";0;315
"JP";"32";0;315
"JP";"34";0;315
"US";"12";0;315
"US";"28";0;315
"US";"30";0;315
"US";"31";3;315
"US";"32";3;315
"US";"34";0;315
"DE";"12";1,75;316
"DE";"26";0;316
"DE";"27";0;316
"DE";"30";1,75;316
"DE";"8";0;316
"JP";"12";0;316
"JP";"26";0;316
"JP";"27";0;316
"JP";"30";0;316
"JP";"8";7;316
"US";"12";0;316
"US";"26";3,5;316
"US";"27";3,5;316
"US";"30";0;316
"US";"8";0;316
"DE";"1";0;317
"DE";"12";1,25;317
"DE";"21";0;317
"DE";"25";0;317
"DE";"26";0;317
"DE";"28";0;317
"DE";"30";1,25;317
"JP";"1";0;317
"JP";"12";0;317
"JP";"21";0;317
"JP";"25";0;317
"JP";"26";0;317
"JP";"28";0;317
"JP";"30";0;317
"US";"1";0;317
"US";"12";0;317
"US";"21";5;317
"US";"25";0;317
"US";"26";0;317
"US";"28";0;317
"US";"30";0;317
"DE";"1";0;318
"DE";"12";1,75;318
"DE";"30";1,75;318
"DE";"6";0;318
"JP";"1";0;318
"JP";"12";0;318
"JP";"30";0;318
"JP";"6";7;318
"US";"1";3,5;318
"US";"12";0;318
"US";"30";0;318
"US";"6";0;318
"DE";"12";1,75;319
"DE";"20";0;319
"DE";"30";1,75;319
"DE";"6";0;319
"DE";"9";0;319
"JP";"12";0;319
"JP";"20";7;319
"JP";"30";0;319
"JP";"6";0;319
"JP";"9";0;319
"US";"12";0;319
"US";"20";0;319
"US";"30";0;319
"US";"6";3,5;319
"US";"9";3,5;319
"DE";"12";1,75;320
"DE";"14";0;320
"DE";"19";0;320
"DE";"30";1,75;320
"JP";"12";0;320
"JP";"14";7;320
"JP";"19";0;320
"JP";"30";0;320
"US";"12";0;320
"US";"14";0;320
"US";"19";3,5;320
"US";"30";0;320
"DE";"1";0;321
"DE";"12";1,25;321
"DE";"13";0;321
"DE";"29";0;321
"DE";"30";1,25;321
"DE";"8";0;321
"DE";"9";0;321
"JP";"1";0;321
"JP";"12";0;321
"JP";"13";0;321
"JP";"29";0;321
"JP";"30";0;321
"JP";"8";0;321
"JP";"9";0;321
"US";"1";0;321
"US";"12";0;321
"US";"13";0;321
"US";"29";5;321
"US";"30";0;321
"US";"8";0;321
"US";"9";0;321
"DE";"12";1,5;322
"DE";"13";0;322
"DE";"2";0;322
"DE";"30";1,5;322
"DE";"6";0;322
"JP";"12";0;322
"JP";"13";0;322
"JP";"2";6;322
"JP";"30";0;322
"JP";"6";0;322
"US";"12";0;322
"US";"13";6;322
"US";"2";0;322
"US";"30";0;322
"US";"6";0;322
"DE";"12";1,5;323
"DE";"21";0;323
"DE";"27";0;323
"DE";"29";0;323
"DE";"30";1,5;323
"DE";"9";0;323
"JP";"12";0;323
"JP";"21";0;323
"JP";"27";0;323
"JP";"29";0;323
"JP";"30";0;323
"JP";"9";0;323
"US";"12";0;323
"US";"21";0;323
"US";"27";0;323
"US";"29";3;323
"US";"30";0;323
"US";"9";3;323
"DE";"12";1,25;324
"DE";"20";0;324
"DE";"24";0;324
"DE";"27";0;324
"DE";"30";1,25;324
"DE";"5";0;324
"DE";"6";0;324
"JP";"12";0;324
"JP";"20";0;324
"JP";"24";0;324
"JP";"27";5;324
"JP";"30";0;324
"JP";"5";0;324
"JP";"6";0;324
"US";"12";0;324
"US";"20";0;324
"US";"24";0;324
"US";"27";0;324
"US";"30";0;324
"US";"5";0;324
"US";"6";0;324
"DE";"1";0;325
"DE";"12";1,25;325
"DE";"19";0;325
"DE";"23";0;325
"DE";"30";1,25;325
"DE";"35";0;325
"JP";"1";0;325
"JP";"12";0;325
"JP";"19";0;325
"JP";"23";0;325
"JP";"30";0;325
"JP";"35";0;325
"US";"1";0;325
"US";"12";0;325
"US";"19";0;325
"US";"23";0;325
"US";"30";0;325
"US";"35";5;325
"DE";"1";0;326
"DE";"12";1,25;326
"DE";"17";0;326
"DE";"20";0;326
"DE";"29";0;326
"DE";"3";0;326
"DE";"30";1,25;326
"DE";"9";0;326
"JP";"1";0;326
"JP";"12";0;326
"JP";"17";0;326
"JP";"20";0;326
"JP";"29";0;326
"JP";"3";0;326
"JP";"30";0;326
"JP";"9";0;326
"US";"1";0;326
"US";"12";0;326
"US";"17";0;326
"US";"20";5;326
"US";"29";0;326
"US";"3";0;326
"US";"30";0;326
"US";"9";0;326
"DE";"12";1,5;327
"DE";"13";0;327
"DE";"21";0;327
"DE";"25";0;327
"DE";"26";0;327
"DE";"28";0;327
"DE";"30";1,5;327
"JP";"12";0;327
"JP";"13";0;327
"JP";"21";0;327
"JP";"25";0;327
"JP";"26";0;327
"JP";"28";0;327
"JP";"30";0;327
"US";"12";0;327
"US";"13";0;327
"US";"21";0;327
"US";"25";0;327
"US";"26";3;327
"US";"28";3;327
"US";"30";0;327
"DE";"12";1;328
"DE";"3";0;328
"DE";"30";1,5;328
"DE";"31";0;328
"DE";"35";0;328
"JP";"12";2;328
"JP";"3";0;328
"JP";"30";0;328
"JP";"31";0;328
"JP";"35";0;328
"US";"12";0;328
"US";"3";6;328
"US";"30";0;328
"US";"31";0;328
"US";"35";0;328
"DE";"1";0;329
"DE";"12";1,25;329
"DE";"2";0;329
"DE";"29";0;329
"DE";"30";1,25;329
"DE";"5";0;329
"DE";"9";0;329
"JP";"1";5;329
"JP";"12";0;329
"JP";"2";0;329
"JP";"29";0;329
"JP";"30";0;329
"JP";"5";0;329
"JP";"9";0;329
"US";"1";0;329
"US";"12";0;329
"US";"2";0;329
"US";"29";0;329
"US";"30";0;329
"US";"5";0;329
"US";"9";0;329
"DE";"1";0;330
"DE";"12";1,5;330
"DE";"21";0;330
"DE";"25";0;330
"DE";"26";0;330
"DE";"28";0;330
"DE";"30";1,5;330
"JP";"1";0;330
