"ctry_code";"techn_field_nr";"RCA";"permutation_number"
"JP";"1";1,14285714285714;198
"JP";"10";1,14285714285714;198
"JP";"14";0;198
"JP";"16";0;198
"JP";"26";1,14285714285714;198
"JP";"29";0;198
"JP";"32";1,14285714285714;198
"JP";"33";0;198
"JP";"35";1,14285714285714;198
"JP";"5";1,14285714285714;198
"JP";"8";0;198
"US";"1";0;198
"US";"10";0;198
"US";"14";0;198
"US";"16";0;198
"US";"26";0;198
"US";"29";0;198
"US";"32";0;198
"US";"33";0;198
"US";"35";0;198
"US";"5";0;198
"US";"8";8;198
"JP";"1";1,14285714285714;199
"JP";"14";0;199
"JP";"17";1,14285714285714;199
"JP";"19";0;199
"JP";"2";0;199
"JP";"20";1,14285714285714;199
"JP";"23";1,14285714285714;199
"JP";"25";0;199
"JP";"29";0;199
"JP";"3";1,14285714285714;199
"JP";"8";1,14285714285714;199
"JP";"9";1,14285714285714;199
"US";"1";0;199
"US";"14";0;199
"US";"17";0;199
"US";"19";0;199
"US";"2";0;199
"US";"20";0;199
"US";"23";0;199
"US";"25";8;199
"US";"29";0;199
"US";"3";0;199
"US";"8";0;199
"US";"9";0;199
"JP";"1";1,16666666666667;200
"JP";"10";1,16666666666667;200
"JP";"12";0;200
"JP";"14";1,16666666666667;200
"JP";"19";0;200
"JP";"20";0;200
"JP";"21";1,16666666666667;200
"JP";"26";0;200
"JP";"27";1,16666666666667;200
"JP";"28";0;200
"JP";"29";0;200
"JP";"30";1,16666666666667;200
"JP";"33";0;200
"JP";"6";0;200
"JP";"8";0;200
"US";"1";0;200
"US";"10";0;200
"US";"12";0;200
"US";"14";0;200
"US";"19";0;200
"US";"20";0;200
"US";"21";0;200
"US";"26";0;200
"US";"27";0;200
"US";"28";0;200
"US";"29";0;200
"US";"30";0;200
"US";"33";7;200
"US";"6";0;200
"US";"8";0;200
"JP";"1";1;201
"JP";"10";0;201
"JP";"11";1;201
"JP";"14";0;201
"JP";"15";0;201
"JP";"2";1;201
"JP";"23";1;201
"JP";"26";1;201
"JP";"29";1;201
"JP";"30";1;201
"JP";"32";1;201
"JP";"6";0;201
"US";"1";0;201
"US";"10";0;201
"US";"11";0;201
"US";"14";0;201
"US";"15";0;201
"US";"2";0;201
"US";"23";0;201
"US";"26";0;201
"US";"29";0;201
"US";"30";0;201
"US";"32";0;201
"US";"6";0;201
"JP";"1";1,2;202
"JP";"10";0;202
"JP";"12";0;202
"JP";"14";0;202
"JP";"2";0;202
"JP";"20";0;202
"JP";"23";0;202
"JP";"26";0;202
"JP";"27";0,6;202
"JP";"30";0;202
"JP";"31";0;202
"JP";"32";0;202
"JP";"35";0;202
"JP";"6";1,2;202
"US";"1";0;202
"US";"10";0;202
"US";"12";0;202
"US";"14";0;202
"US";"2";0;202
"US";"20";0;202
"US";"23";0;202
"US";"26";0;202
"US";"27";3;202
"US";"30";0;202
"US";"31";0;202
"US";"32";0;202
"US";"35";0;202
"US";"6";0;202
"JP";"10";0;203
"JP";"17";1,125;203
"JP";"3";1,125;203
"JP";"31";1,125;203
"JP";"32";1,125;203
"JP";"35";0,5625;203
"JP";"6";1,125;203
"JP";"8";1,125;203
"JP";"9";0;203
"US";"10";0;203
"US";"17";0;203
"US";"3";0;203
"US";"31";0;203
"US";"32";0;203
"US";"35";4,5;203
"US";"6";0;203
"US";"8";0;203
"US";"9";0;203
"JP";"10";1;204
"JP";"18";0;204
"JP";"19";0;204
"JP";"2";1;204
"JP";"20";0;204
"JP";"21";0;204
"JP";"23";1;204
"JP";"24";0;204
"JP";"26";1;204
"JP";"28";0;204
"JP";"35";0;204
"JP";"6";1;204
"JP";"9";0;204
"US";"10";0;204
"US";"18";0;204
"US";"19";0;204
"US";"2";0;204
"US";"20";0;204
"US";"21";0;204
"US";"23";0;204
"US";"24";0;204
"US";"26";0;204
"US";"28";0;204
"US";"35";0;204
"US";"6";0;204
"US";"9";0;204
"JP";"14";1,11111111111111;205
"JP";"2";0;205
"JP";"21";1,11111111111111;205
"JP";"28";1,11111111111111;205
"JP";"34";1,11111111111111;205
"JP";"6";0;205
"JP";"8";1,11111111111111;205
"JP";"9";1,11111111111111;205
"US";"14";0;205
"US";"2";0;205
"US";"21";0;205
"US";"28";0;205
"US";"34";0;205
"US";"6";10;205
"US";"8";0;205
"US";"9";0;205
"JP";"1";0;206
"JP";"18";1,14285714285714;206
"JP";"2";0;206
"JP";"21";1,14285714285714;206
"JP";"28";1,14285714285714;206
"JP";"3";0;206
"JP";"30";1,14285714285714;206
"JP";"5";0;206
"JP";"6";0;206
"JP";"8";1,14285714285714;206
"JP";"9";1,14285714285714;206
"US";"1";0;206
"US";"18";0;206
"US";"2";0;206
"US";"21";0;206
"US";"28";0;206
"US";"3";0;206
"US";"30";0;206
"US";"5";8;206
"US";"6";0;206
"US";"8";0;206
"US";"9";0;206
"JP";"1";0,555555555555555;207
"JP";"10";1,11111111111111;207
"JP";"17";1,11111111111111;207
"JP";"20";1,11111111111111;207
"JP";"23";1,11111111111111;207
"JP";"27";1,11111111111111;207
"JP";"35";1,11111111111111;207
"JP";"9";1,11111111111111;207
"US";"1";5;207
"US";"10";0;207
"US";"17";0;207
"US";"20";0;207
"US";"23";0;207
"US";"27";0;207
"US";"35";0;207
"US";"9";0;207
"JP";"1";1,14285714285714;208
"JP";"10";0;208
"JP";"17";1,14285714285714;208
"JP";"23";1,14285714285714;208
"JP";"24";0;208
"JP";"29";1,14285714285714;208
"JP";"3";1,14285714285714;208
"JP";"30";0;208
"JP";"34";0;208
"JP";"4";0;208
"US";"1";0;208
"US";"10";0;208
"US";"17";0;208
"US";"23";0;208
"US";"24";8;208
"US";"29";0;208
"US";"3";0;208
"US";"30";0;208
"US";"34";0;208
"US";"4";0;208
"JP";"1";0;209
"JP";"19";1,125;209
"JP";"20";1,125;209
"JP";"21";1,125;209
"JP";"25";1,125;209
"JP";"28";0;209
"JP";"29";1,125;209
"JP";"34";0;209
"JP";"4";1,125;209
"JP";"6";0;209
"US";"1";0;209
"US";"19";0;209
"US";"20";0;209
"US";"21";0;209
"US";"25";0;209
"US";"28";0;209
"US";"29";0;209
"US";"34";9;209
"US";"4";0;209
"US";"6";0;209
"JP";"10";1;210
"JP";"15";0;210
"JP";"19";1;210
"JP";"27";1;210
"JP";"30";0;210
"JP";"31";1;210
"JP";"35";0;210
"JP";"8";1;210
"JP";"9";1;210
"US";"10";0;210
"US";"15";0;210
"US";"19";0;210
"US";"27";0;210
"US";"30";0;210
"US";"31";0;210
"US";"35";0;210
"US";"8";0;210
"US";"9";0;210
"JP";"10";1;211
"JP";"13";1;211
"JP";"14";0;211
"JP";"2";0;211
"JP";"20";1;211
"JP";"23";0;211
"JP";"30";0;211
"JP";"31";0;211
"JP";"33";0;211
"JP";"4";1;211
"JP";"8";1;211
"US";"10";0;211
"US";"13";0;211
"US";"14";0;211
"US";"2";0;211
"US";"20";0;211
"US";"23";0;211
"US";"30";0;211
"US";"31";0;211
"US";"33";0;211
"US";"4";0;211
"US";"8";0;211
"JP";"1";1,125;212
"JP";"2";1,125;212
"JP";"29";0;212
"JP";"3";0;212
"JP";"4";1,125;212
"JP";"5";0;212
"JP";"6";1,125;212
"JP";"8";1,125;212
"JP";"9";1,125;212
"US";"1";0;212
"US";"2";0;212
"US";"29";9;212
"US";"3";0;212
"US";"4";0;212
"US";"5";0;212
"US";"6";0;212
"US";"8";0;212
"US";"9";0;212
"JP";"10";1,11111111111111;213
"JP";"11";0;213
"JP";"2";1,11111111111111;213
"JP";"21";1,11111111111111;213
"JP";"25";1,11111111111111;213
"JP";"26";1,11111111111111;213
"JP";"27";1,11111111111111;213
"JP";"31";0;213
"JP";"35";0;213
"JP";"8";1,11111111111111;213
"JP";"9";0;213
"US";"10";0;213
"US";"11";10;213
"US";"2";0;213
"US";"21";0;213
"US";"25";0;213
"US";"26";0;213
"US";"27";0;213
"US";"31";0;213
"US";"35";0;213
"US";"8";0;213
"US";"9";0;213
"JP";"1";0;214
"JP";"10";0;214
"JP";"2";0;214
"JP";"21";0;214
"JP";"23";1,14285714285714;214
"JP";"26";1,14285714285714;214
"JP";"28";1,14285714285714;214
"JP";"3";0;214
"JP";"32";1,14285714285714;214
"JP";"33";1,14285714285714;214
"JP";"34";0;214
"JP";"6";0;214
"JP";"8";1,14285714285714;214
"US";"1";0;214
"US";"10";0;214
"US";"2";0;214
"US";"21";0;214
"US";"23";0;214
"US";"26";0;214
"US";"28";0;214
"US";"3";0;214
"US";"32";0;214
"US";"33";0;214
"US";"34";8;214
"US";"6";0;214
"US";"8";0;214
"JP";"1";1;215
"JP";"20";1;215
"JP";"26";1;215
"JP";"29";1;215
"JP";"3";0;215
"JP";"35";1;215
"JP";"8";1;215
"JP";"9";1;215
"US";"1";0;215
"US";"20";0;215
"US";"26";0;215
"US";"29";0;215
"US";"3";0;215
"US";"35";0;215
"US";"8";0;215
"US";"9";0;215
"JP";"1";1,125;216
"JP";"17";0;216
"JP";"19";0;216
"JP";"2";1,125;216
"JP";"21";0;216
"JP";"27";1,125;216
"JP";"30";0;216
"JP";"32";1,125;216
"JP";"34";1,125;216
"JP";"8";1,125;216
"US";"1";0;216
"US";"17";0;216
"US";"19";0;216
"US";"2";0;216
"US";"21";9;216
"US";"27";0;216
"US";"30";0;216
"US";"32";0;216
"US";"34";0;216
"US";"8";0;216
"JP";"1";1,125;217
"JP";"14";0;217
"JP";"17";1,125;217
"JP";"19";0;217
"JP";"20";0;217
"JP";"32";1,125;217
"JP";"5";1,125;217
"JP";"8";1,125;217
"JP";"9";1,125;217
"US";"1";0;217
"US";"14";0;217
"US";"17";0;217
"US";"19";0;217
"US";"20";9;217
"US";"32";0;217
"US";"5";0;217
"US";"8";0;217
"US";"9";0;217
"JP";"13";0;218
"JP";"14";0;218
"JP";"18";1;218
"JP";"19";1;218
"JP";"2";1;218
"JP";"26";1;218
"JP";"30";1;218
"JP";"31";0;218
"JP";"32";0;218
"JP";"5";0;218
"JP";"9";0;218
"US";"13";0;218
"US";"14";0;218
"US";"18";0;218
"US";"19";0;218
"US";"2";0;218
"US";"26";0;218
"US";"30";0;218
"US";"31";0;218
"US";"32";0;218
"US";"5";0;218
"US";"9";0;218
"JP";"1";1,125;219
"JP";"10";0;219
"JP";"2";0;219
"JP";"20";0;219
"JP";"26";1,125;219
"JP";"28";1,125;219
"JP";"3";1,125;219
"JP";"30";1,125;219
"JP";"34";0;219
"JP";"6";1,125;219
"US";"1";0;219
"US";"10";0;219
"US";"2";0;219
"US";"20";0;219
"US";"26";0;219
"US";"28";0;219
"US";"3";0;219
"US";"30";0;219
"US";"34";9;219
"US";"6";0;219
"JP";"1";1,125;220
"JP";"10";1,125;220
"JP";"14";0;220
"JP";"27";0;220
"JP";"29";1,125;220
"JP";"31";0;220
"JP";"6";1,125;220
"JP";"9";0;220
"US";"1";0;220
"US";"10";0;220
"US";"14";9;220
"US";"27";0;220
"US";"29";0;220
"US";"31";0;220
"US";"6";0;220
"US";"9";0;220
"JP";"10";1,14285714285714;221
"JP";"12";1,14285714285714;221
"JP";"14";0;221
"JP";"16";0;221
"JP";"20";0;221
"JP";"26";1,14285714285714;221
"JP";"30";0;221
"JP";"35";0,571428571428571;221
"JP";"6";0;221
"JP";"9";1,14285714285714;221
"US";"10";0;221
"US";"12";0;221
"US";"14";0;221
"US";"16";0;221
"US";"20";0;221
"US";"26";0;221
"US";"30";0;221
"US";"35";4;221
"US";"6";0;221
"US";"9";0;221
"JP";"10";0;222
"JP";"17";0;222
"JP";"19";0;222
"JP";"2";1,16666666666667;222
"JP";"20";0;222
"JP";"24";0;222
"JP";"25";0,583333333333333;222
"JP";"26";1,16666666666667;222
"JP";"27";1,16666666666667;222
"JP";"3";1,16666666666667;222
"JP";"31";1,16666666666667;222
"JP";"6";0;222
"US";"10";0;222
"US";"17";0;222
"US";"19";0;222
"US";"2";0;222
"US";"20";0;222
"US";"24";0;222
"US";"25";3,5;222
"US";"26";0;222
"US";"27";0;222
"US";"3";0;222
"US";"31";0;222
"US";"6";0;222
"JP";"14";1;223
"JP";"2";1;223
"JP";"25";0;223
"JP";"26";1;223
"JP";"28";1;223
"JP";"35";1;223
"JP";"6";1;223
"JP";"8";0;223
"JP";"9";0;223
"US";"14";0;223
"US";"2";0;223
"US";"25";0;223
"US";"26";0;223
"US";"28";0;223
"US";"35";0;223
"US";"6";0;223
"US";"8";0;223
"US";"9";0;223
"JP";"1";0;224
"JP";"10";1,14285714285714;224
"JP";"19";1,14285714285714;224
"JP";"2";1,14285714285714;224
"JP";"20";0;224
"JP";"21";0;224
"JP";"27";1,14285714285714;224
"JP";"34";1,14285714285714;224
"JP";"35";1,14285714285714;224
"JP";"6";0;224
"JP";"7";0;224
"JP";"8";1,14285714285714;224
"US";"1";0;224
"US";"10";0;224
"US";"19";0;224
"US";"2";0;224
"US";"20";8;224
"US";"21";0;224
"US";"27";0;224
"US";"34";0;224
"US";"35";0;224
"US";"6";0;224
"US";"7";0;224
"US";"8";0;224
"JP";"1";1;225
"JP";"14";0;225
"JP";"2";1;225
"JP";"23";0;225
"JP";"25";1;225
"JP";"26";0;225
"JP";"27";1;225
"JP";"28";1;225
"JP";"29";1;225
"JP";"31";0;225
"JP";"32";0;225
"JP";"34";0;225
"JP";"35";0;225
"US";"1";0;225
"US";"14";0;225
"US";"2";0;225
"US";"23";0;225
"US";"25";0;225
"US";"26";0;225
"US";"27";0;225
"US";"28";0;225
"US";"29";0;225
"US";"31";0;225
"US";"32";0;225
"US";"34";0;225
"US";"35";0;225
"JP";"1";1,14285714285714;226
"JP";"10";1,14285714285714;226
"JP";"13";0;226
"JP";"20";0;226
"JP";"23";1,14285714285714;226
"JP";"29";0;226
"JP";"3";0;226
"JP";"32";1,14285714285714;226
"JP";"35";1,14285714285714;226
"JP";"4";0;226
"JP";"6";1,14285714285714;226
"JP";"8";0;226
"US";"1";0;226
"US";"10";0;226
"US";"13";8;226
"US";"20";0;226
"US";"23";0;226
"US";"29";0;226
"US";"3";0;226
"US";"32";0;226
"US";"35";0;226
"US";"4";0;226
"US";"6";0;226
"US";"8";0;226
"JP";"1";1;227
"JP";"12";0;227
"JP";"14";0;227
"JP";"16";0;227
"JP";"2";0;227
"JP";"23";0;227
"JP";"27";1;227
"JP";"28";0;227
"JP";"3";0;227
"JP";"31";1;227
"JP";"32";0;227
"JP";"35";0;227
"JP";"4";0;227
"JP";"9";0;227
"US";"1";0;227
"US";"12";0;227
"US";"14";0;227
"US";"16";0;227
"US";"2";0;227
"US";"23";0;227
"US";"27";0;227
"US";"28";0;227
"US";"3";0;227
"US";"31";0;227
"US";"32";0;227
"US";"35";0;227
"US";"4";0;227
"US";"9";0;227
"JP";"1";1,125;228
"JP";"10";0;228
"JP";"12";0;228
"JP";"17";1,125;228
"JP";"19";1,125;228
"JP";"2";1,125;228
"JP";"20";0;228
"JP";"21";0;228
"JP";"26";1,125;228
"JP";"29";1,125;228
"JP";"31";0;228
"JP";"8";1,125;228
"US";"1";0;228
"US";"10";9;228
"US";"12";0;228
"US";"17";0;228
"US";"19";0;228
"US";"2";0;228
"US";"20";0;228
"US";"21";0;228
"US";"26";0;228
"US";"29";0;228
"US";"31";0;228
"US";"8";0;228
"JP";"1";1,16666666666667;229
"JP";"14";0;229
"JP";"19";0;229
"JP";"2";1,16666666666667;229
"JP";"25";1,16666666666667;229
"JP";"26";1,16666666666667;229
"JP";"27";0;229
"JP";"29";0;229
"JP";"3";0;229
"JP";"4";0;229
"JP";"8";0;229
"JP";"9";0;229
"US";"1";0;229
"US";"14";0;229
"US";"19";0;229
"US";"2";0;229
"US";"25";0;229
"US";"26";0;229
"US";"27";7;229
"US";"29";0;229
"US";"3";0;229
"US";"4";0;229
"US";"8";0;229
"US";"9";0;229
"JP";"1";1,14285714285714;230
"JP";"10";0;230
"JP";"12";0;230
"JP";"19";0;230
"JP";"25";0;230
"JP";"26";1,14285714285714;230
"JP";"28";1,14285714285714;230
"JP";"3";0;230
"JP";"30";1,14285714285714;230
"JP";"35";0,571428571428571;230
"JP";"5";0;230
"US";"1";0;230
"US";"10";0;230
"US";"12";0;230
"US";"19";0;230
"US";"25";0;230
"US";"26";0;230
"US";"28";0;230
"US";"3";0;230
"US";"30";0;230
"US";"35";4;230
"US";"5";0;230
"JP";"1";1;231
"JP";"10";0;231
"JP";"12";0;231
"JP";"13";0;231
"JP";"19";1;231
"JP";"2";1;231
"JP";"3";0;231
"JP";"34";1;231
"JP";"4";0;231
"JP";"6";1;231
"JP";"8";1;231
"JP";"9";1;231
"US";"1";0;231
"US";"10";0;231
"US";"12";0;231
"US";"13";0;231
"US";"19";0;231
"US";"2";0;231
"US";"3";0;231
"US";"34";0;231
"US";"4";0;231
"US";"6";0;231
"US";"8";0;231
"US";"9";0;231
"JP";"11";0;232
"JP";"15";0;232
"JP";"2";0;232
"JP";"23";0;232
"JP";"24";1;232
"JP";"25";1;232
"JP";"27";1;232
"JP";"3";0;232
"JP";"30";1;232
"JP";"31";0;232
"JP";"35";0;232
"JP";"5";0;232
"JP";"8";1;232
"US";"11";0;232
"US";"15";0;232
"US";"2";0;232
"US";"23";0;232
"US";"24";0;232
"US";"25";0;232
"US";"27";0;232
"US";"3";0;232
"US";"30";0;232
"US";"31";0;232
"US";"35";0;232
"US";"5";0;232
"US";"8";0;232
"JP";"1";1,125;233
"JP";"10";1,125;233
"JP";"14";1,125;233
"JP";"16";1,125;233
"JP";"18";1,125;233
"JP";"19";0;233
"JP";"23";0;233
"JP";"27";0;233
"JP";"31";1,125;233
"JP";"5";0;233
"JP";"6";1,125;233
"US";"1";0;233
"US";"10";0;233
"US";"14";0;233
"US";"16";0;233
"US";"18";0;233
"US";"19";9;233
"US";"23";0;233
"US";"27";0;233
"US";"31";0;233
"US";"5";0;233
"US";"6";0;233
"JP";"1";0;234
"JP";"10";1,14285714285714;234
"JP";"18";1,14285714285714;234
"JP";"19";0;234
"JP";"2";1,14285714285714;234
"JP";"20";1,14285714285714;234
"JP";"21";1,14285714285714;234
"JP";"23";0;234
"JP";"26";0;234
"JP";"27";0;234
"JP";"33";0;234
"JP";"8";1,14285714285714;234
"JP";"9";1,14285714285714;234
"US";"1";0;234
"US";"10";0;234
"US";"18";0;234
"US";"19";0;234
"US";"2";0;234
"US";"20";0;234
"US";"21";0;234
"US";"23";0;234
"US";"26";0;234
"US";"27";0;234
"US";"33";8;234
"US";"8";0;234
"US";"9";0;234
"JP";"1";1,125;235
"JP";"12";1,125;235
"JP";"14";1,125;235
"JP";"16";1,125;235
"JP";"23";0;235
"JP";"26";1,125;235
"JP";"30";0;235
"JP";"32";1,125;235
"JP";"33";0;235
"JP";"34";0;235
"JP";"9";1,125;235
"US";"1";0;235
"US";"12";0;235
"US";"14";0;235
"US";"16";0;235
"US";"23";0;235
"US";"26";0;235
"US";"30";0;235
"US";"32";0;235
"US";"33";9;235
"US";"34";0;235
"US";"9";0;235
"JP";"10";1,14285714285714;236
"JP";"11";0;236
"JP";"14";1,14285714285714;236
"JP";"21";0;236
"JP";"23";1,14285714285714;236
"JP";"24";0;236
"JP";"26";0;236
"JP";"29";1,14285714285714;236
"JP";"3";1,14285714285714;236
"JP";"30";0;236
"JP";"31";1,14285714285714;236
"JP";"35";0;236
"US";"10";0;236
"US";"11";0;236
"US";"14";0;236
"US";"21";0;236
"US";"23";0;236
"US";"24";0;236
"US";"26";0;236
"US";"29";0;236
"US";"3";0;236
"US";"30";8;236
"US";"31";0;236
"US";"35";0;236
"JP";"1";1,14285714285714;237
"JP";"18";1,14285714285714;237
"JP";"2";0;237
"JP";"3";0;237
"JP";"30";0;237
"JP";"34";1,14285714285714;237
"JP";"4";0;237
"JP";"5";1,14285714285714;237
"JP";"6";1,14285714285714;237
"JP";"8";0;237
"JP";"9";1,14285714285714;237
"US";"1";0;237
"US";"18";0;237
"US";"2";0;237
"US";"3";0;237
"US";"30";8;237
"US";"34";0;237
"US";"4";0;237
"US";"5";0;237
"US";"6";0;237
"US";"8";0;237
"US";"9";0;237
"JP";"1";1;238
"JP";"20";0;238
"JP";"23";0;238
"JP";"24";1;238
"JP";"3";1;238
"JP";"30";1;238
"JP";"32";1;238
"JP";"6";1;238
"JP";"8";1;238
"US";"1";0;238
"US";"20";0;238
"US";"23";0;238
"US";"24";0;238
"US";"3";0;238
"US";"30";0;238
"US";"32";0;238
"US";"6";0;238
"US";"8";0;238
"JP";"1";1,14285714285714;239
"JP";"14";0;239
"JP";"19";0;239
"JP";"21";0;239
"JP";"24";0;239
"JP";"31";1,14285714285714;239
"JP";"32";0,571428571428571;239
"JP";"5";1,14285714285714;239
"JP";"6";0;239
"JP";"9";1,14285714285714;239
"US";"1";0;239
"US";"14";0;239
"US";"19";0;239
"US";"21";0;239
"US";"24";0;239
"US";"31";0;239
"US";"32";4;239
"US";"5";0;239
"US";"6";0;239
"US";"9";0;239
"JP";"1";1,14285714285714;240
"JP";"12";0;240
"JP";"19";0;240
"JP";"2";0;240
"JP";"27";1,14285714285714;240
"JP";"28";1,14285714285714;240
"JP";"29";0;240
"JP";"3";1,14285714285714;240
"JP";"34";0;240
"JP";"4";0;240
"JP";"5";0;240
"JP";"9";1,14285714285714;240
"US";"1";0;240
"US";"12";0;240
"US";"19";8;240
"US";"2";0;240
"US";"27";0;240
"US";"28";0;240
"US";"29";0;240
"US";"3";0;240
"US";"34";0;240
"US";"4";0;240
"US";"5";0;240
"US";"9";0;240
"JP";"1";1,125;241
"JP";"10";1,125;241
"JP";"19";0;241
"JP";"2";0;241
"JP";"25";1,125;241
"JP";"27";1,125;241
"JP";"3";1,125;241
"JP";"34";0,5625;241
"JP";"8";1,125;241
"US";"1";0;241
"US";"10";0;241
"US";"19";0;241
"US";"2";0;241
"US";"25";0;241
"US";"27";0;241
"US";"3";0;241
"US";"34";4,5;241
"US";"8";0;241
"JP";"1";1,11111111111111;242
"JP";"10";1,11111111111111;242
"JP";"18";0;242
"JP";"20";0;242
"JP";"28";1,11111111111111;242
"JP";"35";1,11111111111111;242
"JP";"6";1,11111111111111;242
"JP";"8";1,11111111111111;242
"JP";"9";1,11111111111111;242
"US";"1";0;242
"US";"10";0;242
"US";"18";10;242
"US";"20";0;242
"US";"28";0;242
"US";"35";0;242
"US";"6";0;242
"US";"8";0;242
"US";"9";0;242
"JP";"1";1,14285714285714;243
"JP";"14";1,14285714285714;243
"JP";"2";0;243
"JP";"21";0;243
"JP";"25";0;243
"JP";"26";1,14285714285714;243
"JP";"30";1,14285714285714;243
"JP";"31";0;243
"JP";"33";0;243
"JP";"34";0;243
"JP";"35";1,14285714285714;243
"US";"1";0;243
"US";"14";0;243
"US";"2";0;243
"US";"21";8;243
"US";"25";0;243
"US";"26";0;243
"US";"30";0;243
"US";"31";0;243
"US";"33";0;243
"US";"34";0;243
"US";"35";0;243
"JP";"10";1,11111111111111;244
"JP";"11";0;244
"JP";"2";1,11111111111111;244
"JP";"21";1,11111111111111;244
"JP";"26";1,11111111111111;244
"JP";"30";0;244
"JP";"32";1,11111111111111;244
"JP";"35";1,11111111111111;244
"JP";"6";0;244
"US";"10";0;244
"US";"11";0;244
"US";"2";0;244
"US";"21";0;244
"US";"26";0;244
"US";"30";10;244
"US";"32";0;244
"US";"35";0;244
"US";"6";0;244
"JP";"1";1,125;245
"JP";"10";0,5625;245
"JP";"17";1,125;245
"JP";"19";1,125;245
"JP";"2";1,125;245
"JP";"6";0;245
"US";"1";0;245
"US";"10";4,5;245
"US";"17";0;245
"US";"19";0;245
"US";"2";0;245
"US";"6";0;245
"JP";"1";1;246
"JP";"10";1;246
"JP";"12";0;246
"JP";"15";1;246
"JP";"2";0;246
"JP";"21";1;246
"JP";"26";0;246
"JP";"29";0;246
"JP";"32";1;246
"JP";"35";0;246
"US";"1";0;246
"US";"10";0;246
"US";"12";0;246
"US";"15";0;246
"US";"2";0;246
"US";"21";0;246
"US";"26";0;246
"US";"29";0;246
"US";"32";0;246
"US";"35";0;246
"JP";"1";1,11111111111111;247
"JP";"13";1,11111111111111;247
"JP";"2";1,11111111111111;247
"JP";"25";1,11111111111111;247
"JP";"28";0;247
"JP";"30";1,11111111111111;247
"JP";"31";0;247
"JP";"32";1,11111111111111;247
"JP";"6";1,11111111111111;247
"US";"1";0;247
"US";"13";0;247
"US";"2";0;247
"US";"25";0;247
"US";"28";10;247
"US";"30";0;247
"US";"31";0;247
"US";"32";0;247
"US";"6";0;247
"JP";"1";0;248
"JP";"10";0;248
"JP";"11";1;248
"JP";"13";0;248
"JP";"19";1;248
"JP";"2";0;248
"JP";"24";1;248
"JP";"25";0;248
"JP";"27";1;248
"JP";"3";0;248
"JP";"31";0;248
"JP";"34";0;248
"JP";"35";0;248
"JP";"6";1;248
"JP";"9";1;248
"US";"1";0;248
"US";"10";0;248
"US";"11";0;248
"US";"13";0;248
"US";"19";0;248
"US";"2";0;248
"US";"24";0;248
"US";"25";0;248
"US";"27";0;248
"US";"3";0;248
"US";"31";0;248
"US";"34";0;248
"US";"35";0;248
"US";"6";0;248
"US";"9";0;248
"JP";"1";1,14285714285714;249
"JP";"10";0;249
"JP";"18";1,14285714285714;249
"JP";"19";0;249
"JP";"2";1,14285714285714;249
"JP";"20";1,14285714285714;249
"JP";"21";0;249
"JP";"23";1,14285714285714;249
"JP";"24";0;249
"JP";"30";0;249
"JP";"6";1,14285714285714;249
"JP";"8";1,14285714285714;249
"JP";"9";0;249
"US";"1";0;249
"US";"10";8;249
"US";"18";0;249
"US";"19";0;249
"US";"2";0;249
"US";"20";0;249
"US";"21";0;249
"US";"23";0;249
"US";"24";0;249
"US";"30";0;249
"US";"6";0;249
"US";"8";0;249
"US";"9";0;249
"JP";"10";1;250
"JP";"12";0;250
"JP";"19";0;250
"JP";"23";0;250
"JP";"25";1;250
"JP";"26";1;250
"JP";"27";1;250
"JP";"3";0;250
"JP";"30";1;250
"JP";"31";0;250
"JP";"34";0;250
"JP";"8";1;250
"JP";"9";0;250
"US";"10";0;250
"US";"12";0;250
"US";"19";0;250
"US";"23";0;250
"US";"25";0;250
"US";"26";0;250
"US";"27";0;250
"US";"3";0;250
"US";"30";0;250
"US";"31";0;250
"US";"34";0;250
"US";"8";0;250
"US";"9";0;250
"JP";"1";0;251
"JP";"10";1,14285714285714;251
"JP";"17";0;251
"JP";"26";1,14285714285714;251
"JP";"27";0;251
"JP";"3";0;251
"JP";"31";0;251
"JP";"6";1,14285714285714;251
"JP";"8";1,14285714285714;251
"JP";"9";1,14285714285714;251
"US";"1";0;251
"US";"10";0;251
"US";"17";8;251
"US";"26";0;251
"US";"27";0;251
"US";"3";0;251
"US";"31";0;251
"US";"6";0;251
"US";"8";0;251
"US";"9";0;251
"JP";"18";0;252
"JP";"2";1,16666666666667;252
"JP";"23";0;252
"JP";"27";0;252
"JP";"29";0;252
"JP";"3";1,16666666666667;252
"JP";"30";0;252
"JP";"32";1,16666666666667;252
"JP";"6";1,16666666666667;252
"JP";"9";0;252
"US";"18";0;252
"US";"2";0;252
"US";"23";7;252
"US";"27";0;252
"US";"29";0;252
"US";"3";0;252
"US";"30";0;252
"US";"32";0;252
"US";"6";0;252
"US";"9";0;252
"JP";"1";1;253
"JP";"10";0;253
"JP";"2";0;253
"JP";"20";0;253
"JP";"21";0;253
"JP";"29";0;253
"JP";"3";0;253
"JP";"34";0;253
"JP";"35";1;253
"JP";"5";1;253
"JP";"6";0;253
"JP";"8";1;253
"JP";"9";1;253
"US";"1";0;253
"US";"10";0;253
"US";"2";0;253
"US";"20";0;253
"US";"21";0;253
"US";"29";0;253
"US";"3";0;253
"US";"34";0;253
"US";"35";0;253
"US";"5";0;253
"US";"6";0;253
"US";"8";0;253
"US";"9";0;253
"JP";"1";1;254
"JP";"10";0;254
"JP";"15";0;254
